"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black"
1010,"12h",0.91000003,60,65.934067,1.75,TRUE,FALSE,TRUE,FALSE
1030,"68h",0.73000002,60,82.19178,2.3900001,FALSE,FALSE,TRUE,FALSE
1020,"16h",0.91000003,16,17.58242,3.5,FALSE,TRUE,TRUE,FALSE
910,"15h",0.91000003,74,81.31868,2.5999999,FALSE,TRUE,TRUE,FALSE
900,"17h",1.54,44,28.57143,NA,FALSE,FALSE,TRUE,FALSE
1230,"107h",5.9099998,51,8.6294413,2.0699999,FALSE,FALSE,TRUE,FALSE
950,"85h",6.0799999,35,5.7565789,2.8399999,FALSE,FALSE,TRUE,FALSE
1220,"79h",4.3600001,5,1.146789,3.9200001,FALSE,TRUE,TRUE,FALSE
990,"16h",5.3000002,110,20.754721,1.62,FALSE,FALSE,TRUE,FALSE
1040,"14h",5.4299998,164,30.202579,2,FALSE,TRUE,TRUE,FALSE
990,"63h",0.5,46,92,1.74,FALSE,FALSE,TRUE,FALSE
940,"80h",3.73,17,4.557641,2.2,FALSE,TRUE,TRUE,FALSE
1120,"52h",4.4299998,14,3.1602709,2.8399999,FALSE,FALSE,TRUE,FALSE
980,"126h",4.3400002,61,14.0553,2.9300001,FALSE,FALSE,TRUE,FALSE
1040,"110h",3.04,14,4.6052632,3.5699999,FALSE,TRUE,TRUE,FALSE
1080,"80h",3.1900001,40,12.53918,2.5699999,FALSE,TRUE,TRUE,FALSE
1030,"16h",1.85,35,18.918921,3.1800001,FALSE,FALSE,TRUE,FALSE
830,"15h",2.4300001,28,11.52263,1.66,FALSE,FALSE,TRUE,FALSE
1080,"54h",1.9299999,26,13.4715,2.98,FALSE,TRUE,TRUE,FALSE
860,"17h",3.79,155,40.897099,2.29,FALSE,TRUE,TRUE,FALSE
1040,"14h",5.6700001,97,17.10758,2.0699999,FALSE,FALSE,TRUE,FALSE
690,"116h",1.29,9,6.9767442,2.6400001,FALSE,TRUE,TRUE,FALSE
1160,"17h",3.6199999,5,1.381215,3.6400001,FALSE,TRUE,TRUE,FALSE
900,"48h",3.75,101,26.933331,1.75,FALSE,FALSE,TRUE,FALSE
1280,"84h",2.1300001,12,5.6338029,2.9100001,FALSE,FALSE,TRUE,FALSE
740,"15h",2.3199999,63,27.15517,1.13,TRUE,TRUE,TRUE,FALSE
1010,"29h",2.1199999,45,21.226419,1.51,FALSE,FALSE,TRUE,FALSE
900,"18h",2,56,28,3,FALSE,TRUE,TRUE,FALSE
1210,"84h",1.89,5,2.645503,3.3,FALSE,TRUE,TRUE,FALSE
980,"78h",3.51,53,15.09972,1.73,FALSE,FALSE,TRUE,FALSE
850,"43h",5.0500002,69,13.66337,2.5999999,FALSE,TRUE,TRUE,FALSE
1020,"40h",5.0500002,70,13.86139,2.77,FALSE,FALSE,TRUE,FALSE
1010,"13h",5.0999999,154,30.196079,1.6900001,FALSE,FALSE,TRUE,FALSE
960,"12h",5.0999999,43,8.4313726,3.1600001,FALSE,FALSE,TRUE,FALSE
930,"48h",5.0500002,75,14.85149,2.9300001,FALSE,TRUE,TRUE,FALSE
1130,"75h",4.9200001,66,13.41463,2.48,FALSE,FALSE,TRUE,FALSE
950,"14h",5.0999999,90,17.64706,2.28,FALSE,TRUE,TRUE,FALSE
1160,"44h",5.0500002,33,6.5346541,2.75,FALSE,TRUE,TRUE,FALSE
830,"111h",4.4400001,96,21.62162,3.2,FALSE,TRUE,TRUE,FALSE
1160,"16h",5.0999999,55,10.78431,3.3099999,FALSE,TRUE,TRUE,FALSE
950,"17h",4.4000001,13,2.954545,3.4100001,FALSE,FALSE,TRUE,FALSE
980,"74h",2.5999999,86,33.07692,2.3699999,TRUE,FALSE,TRUE,FALSE
880,"17h",1.77,12,6.7796612,3.05,TRUE,FALSE,TRUE,FALSE
1090,"13h",0.56,30,53.57143,3.3,FALSE,FALSE,TRUE,FALSE
940,"68h",0.1,3,30,3.0699999,FALSE,FALSE,TRUE,FALSE
1120,"42h",0.1,5,50,2.45,FALSE,FALSE,TRUE,FALSE
930,"48h",4,135,33.75,2.5999999,FALSE,FALSE,TRUE,FALSE
970,"43h",0.1,4,40,3.0899999,FALSE,FALSE,TRUE,FALSE
930,"15h",0.1,4,40,1.86,FALSE,TRUE,TRUE,FALSE
1170,"41h",0.1,2,20,2.97,FALSE,TRUE,TRUE,FALSE
1220,"18h",3.1300001,8,2.5559111,3.3800001,FALSE,FALSE,TRUE,FALSE
1140,"17h",2.21,3,1.357466,3.8199999,FALSE,TRUE,TRUE,FALSE
880,"16h",4.5500002,89,19.56044,1.6799999,FALSE,TRUE,TRUE,FALSE
1130,"94h",1.59,51,32.07547,1.91,FALSE,FALSE,TRUE,FALSE
880,"16h",1.42,27,19.01408,1.5,FALSE,TRUE,TRUE,FALSE
1030,"108h",1.59,7,4.4025159,3.05,FALSE,TRUE,TRUE,FALSE
1010,"13h",1.42,31,21.83099,2,FALSE,FALSE,TRUE,FALSE
1120,"17h",2.8099999,5,1.779359,3.52,FALSE,FALSE,TRUE,FALSE
810,"84h",2.3800001,12,5.042017,2.78,FALSE,TRUE,TRUE,FALSE
1160,"49h",2.78,4,1.438849,3.6099999,FALSE,FALSE,TRUE,FALSE
1110,"14h",2.5999999,63,24.23077,2.78,FALSE,TRUE,TRUE,FALSE
1370,"73h",2.6199999,13,4.961832,3.23,FALSE,FALSE,TRUE,FALSE
950,"114h",2.47,26,10.52632,2.6199999,FALSE,TRUE,TRUE,FALSE
960,"92h",2.6500001,42,15.84906,3.03,TRUE,FALSE,TRUE,FALSE
1310,"15h",1.6799999,6,3.571429,3.46,FALSE,TRUE,TRUE,FALSE
1030,"14h",2.73,59,21.611719,0.85000002,FALSE,FALSE,TRUE,FALSE
1160,"42h",3.8900001,36,9.2544975,2.02,FALSE,FALSE,TRUE,FALSE
1180,"15h",2.46,44,17.886181,3.0599999,FALSE,FALSE,TRUE,FALSE
1080,"17h",4.04,63,15.59406,1.17,FALSE,FALSE,TRUE,FALSE
950,"13h",1.59,18,11.32076,2.8399999,FALSE,FALSE,TRUE,FALSE
1170,"14h",1.71,4,2.3391809,3.28,FALSE,FALSE,TRUE,FALSE
790,"79h",4.02,64,15.9204,2.5899999,FALSE,TRUE,TRUE,FALSE
940,"73h",6,281,46.833328,2.4200001,FALSE,FALSE,TRUE,FALSE
1090,"38h",6.5,71,10.92308,1.92,FALSE,FALSE,TRUE,FALSE
1280,"101h",6,54,9,3.3900001,FALSE,TRUE,TRUE,FALSE
1270,"116h",6,1,0.1666667,3.8399999,FALSE,FALSE,TRUE,FALSE
1090,"11h",7.1999998,269,37.361111,2.54,FALSE,TRUE,TRUE,FALSE
1360,"108h",4.5900002,1,0.2178649,3.97,FALSE,TRUE,TRUE,FALSE
1320,"119h",4.5900002,17,3.7037041,3.21,FALSE,FALSE,TRUE,FALSE
910,"15h",4.8400002,133,27.47934,3.0599999,FALSE,FALSE,TRUE,FALSE
880,"40h",1.7,31,18.235291,2.0699999,FALSE,FALSE,TRUE,FALSE
1110,"50h",1.26,9,7.1428571,2.9400001,FALSE,FALSE,TRUE,FALSE
990,"72h",1.61,30,18.633539,2.2,FALSE,FALSE,TRUE,FALSE
1250,"49h",4.6900001,1,0.2132196,4,FALSE,FALSE,TRUE,FALSE
770,"43h",1.37,22,16.05839,2.1099999,FALSE,FALSE,TRUE,FALSE
890,"17h",1.83,22,12.02186,2.8800001,FALSE,FALSE,TRUE,FALSE
1220,"113h",1.72,15,8.7209301,3,FALSE,FALSE,TRUE,FALSE
1220,"84h",2.25,5,2.2222221,3.21,FALSE,FALSE,TRUE,FALSE
1130,"13h",6.6300001,276,41.62896,2.53,FALSE,FALSE,TRUE,FALSE
970,"17h",6.6300001,212,31.97587,2.23,FALSE,FALSE,TRUE,FALSE
1230,"56h",6.75,35,5.185185,3.0699999,FALSE,TRUE,TRUE,FALSE
1050,"89h",5.9499998,59,9.915966,2.3299999,FALSE,TRUE,TRUE,FALSE
1350,"48h",6.75,7,1.037037,3.8499999,FALSE,FALSE,TRUE,FALSE
870,"44h",6.75,259,38.370369,2.22,FALSE,FALSE,TRUE,FALSE
890,"50h",6.75,59,8.7407408,3.3599999,FALSE,TRUE,TRUE,FALSE
970,"15h",0.74000001,2,2.702703,3.8,FALSE,FALSE,TRUE,FALSE
1220,"50h",4.2199998,95,22.51185,3.0999999,FALSE,FALSE,TRUE,FALSE
1040,"62h",4.8200002,27,5.6016598,3.04,FALSE,FALSE,TRUE,FALSE
920,"105h",4.7399998,244,51.476791,2.8299999,TRUE,FALSE,TRUE,FALSE
940,"46h",0.1,3,30,2.6900001,FALSE,TRUE,TRUE,FALSE
1060,"38h",1.21,18,14.87603,2.78,FALSE,TRUE,TRUE,FALSE
720,"10h",1.14,31,27.19298,1.4,FALSE,TRUE,TRUE,FALSE
900,"95h",1.99,52,26.13065,2.1600001,TRUE,FALSE,TRUE,FALSE
980,"13h",0.72000003,2,2.7777779,4,FALSE,TRUE,TRUE,FALSE
1000,"14h",0.72000003,6,8.333333,3.0699999,FALSE,TRUE,TRUE,FALSE
1270,"18h",2.0999999,7,3.333333,3.6600001,FALSE,FALSE,TRUE,FALSE
990,"77h",1.96,6,3.061224,2.1199999,FALSE,FALSE,TRUE,FALSE
1000,"14h",2.6600001,43,16.165409,2.4200001,FALSE,FALSE,TRUE,FALSE
1240,"19h",4.5599999,56,12.2807,2.21,FALSE,FALSE,TRUE,FALSE
500,"121h",4.75,145,30.52632,2.02,TRUE,FALSE,FALSE,TRUE
1300,"80h",2.6500001,4,1.509434,3.3800001,FALSE,FALSE,TRUE,FALSE
1360,"18h",2.4100001,35,14.52282,2.8299999,FALSE,FALSE,TRUE,FALSE
910,"47h",2.29,36,15.72052,2.51,FALSE,TRUE,TRUE,FALSE
930,"100h",1.39,7,5.0359712,2.3599999,FALSE,TRUE,TRUE,FALSE
970,"112h",2.25,15,6.666667,2.45,FALSE,FALSE,TRUE,FALSE
960,"46h",2.3499999,32,13.61702,2.8,FALSE,FALSE,TRUE,FALSE
940,"92h",3.3499999,11,3.283582,2.97,FALSE,TRUE,TRUE,FALSE
830,"64h",1.92,67,34.895828,1.7,FALSE,FALSE,TRUE,FALSE
1120,"126h",2.3299999,23,9.8712444,2.0999999,FALSE,FALSE,TRUE,FALSE
1130,"53h",1.95,4,2.0512819,2.71,FALSE,FALSE,TRUE,FALSE
980,"50h",2.6500001,17,6.4150939,2.9400001,FALSE,FALSE,TRUE,FALSE
790,"18h",2.76,68,24.63768,1.05,FALSE,FALSE,TRUE,FALSE
1030,"48h",3.26,26,7.9754601,2.79,FALSE,FALSE,TRUE,FALSE
990,"82h",3.6199999,20,5.5248618,NA,FALSE,TRUE,TRUE,FALSE
880,"50h",3.26,19,5.8282208,2.9400001,FALSE,TRUE,TRUE,FALSE
970,"96h",1.84,27,14.67391,2.28,TRUE,FALSE,FALSE,TRUE
960,"46h",1.7,27,15.88235,1.73,TRUE,FALSE,TRUE,FALSE
1230,"15h",4.8099999,48,9.9792099,3.53,FALSE,FALSE,TRUE,FALSE
970,"15h",2.8499999,73,25.614031,2.26,FALSE,TRUE,TRUE,FALSE
930,"78h",3.1600001,57,18.037979,2.8900001,FALSE,TRUE,TRUE,FALSE
1110,"86h",3.48,102,29.310341,3,FALSE,FALSE,TRUE,FALSE
1100,"63h",3.6099999,99,27.42382,2.74,FALSE,FALSE,TRUE,FALSE
1310,"116h",6.0900002,19,3.119869,3.6600001,FALSE,FALSE,TRUE,FALSE
990,"83h",2.1600001,8,3.7037041,3.0999999,FALSE,TRUE,TRUE,FALSE
950,"117h",3.02,1,0.3311258,2.97,FALSE,FALSE,TRUE,FALSE
1190,"109h",0.79000002,46,58.227852,2.95,FALSE,TRUE,TRUE,FALSE
1120,"74h",4.2199998,98,23.22275,2.55,FALSE,TRUE,TRUE,FALSE
1240,"118h",4.25,37,8.7058821,3.46,FALSE,FALSE,TRUE,FALSE
1040,"13h",2.0999999,45,21.42857,4,FALSE,FALSE,TRUE,FALSE
880,"61h",2.0799999,107,51.44231,1.6,FALSE,TRUE,TRUE,FALSE
1060,"15h",6.5700002,141,21.461189,3.0599999,TRUE,FALSE,TRUE,FALSE
1010,"16h",6.5599999,266,40.548779,2.8099999,FALSE,TRUE,FALSE,FALSE
1090,"44h",3.1500001,38,12.06349,2.4000001,FALSE,TRUE,TRUE,FALSE
1220,"74h",3.1199999,3,0.96153837,3.21,FALSE,TRUE,TRUE,FALSE
1120,"15h",2.78,4,1.438849,4,FALSE,FALSE,TRUE,FALSE
1160,"52h",2.1500001,26,12.09302,3.26,FALSE,FALSE,TRUE,FALSE
950,"45h",4.79,49,10.22964,3.1300001,FALSE,TRUE,TRUE,FALSE
1140,"41h",2.3299999,107,45.922749,2.29,FALSE,FALSE,TRUE,FALSE
1010,"44h",1.24,50,40.322578,2.45,FALSE,TRUE,TRUE,FALSE
1140,"17h",1.45,51,35.172409,3.23,FALSE,TRUE,TRUE,FALSE
1140,"14h",3.48,32,9.1954021,3.0699999,TRUE,FALSE,TRUE,FALSE
910,"13h",2.8499999,52,18.245609,2.53,FALSE,FALSE,TRUE,FALSE
1040,"49h",5.3600001,28,5.2238808,3.4400001,FALSE,TRUE,TRUE,FALSE
1300,"51h",1.05,1,0.95238101,3.05,FALSE,TRUE,TRUE,FALSE
1130,"17h",1.42,35,24.64789,3.1700001,FALSE,TRUE,TRUE,FALSE
1200,"46h",1.24,15,12.09677,2.6700001,FALSE,FALSE,TRUE,FALSE
1170,"17h",1.3,6,4.6153851,3.8199999,FALSE,FALSE,TRUE,FALSE
910,"11h",4.2600002,156,36.61972,4,FALSE,FALSE,TRUE,FALSE
1010,"12h",2.3900001,43,17.991631,1.91,TRUE,FALSE,TRUE,FALSE
850,"15h",2.8199999,37,13.12057,3.73,FALSE,FALSE,TRUE,FALSE
1000,"63h",1.39,12,8.6330938,3.1400001,FALSE,TRUE,TRUE,FALSE
970,"15h",3.1600001,173,54.74683,2.73,FALSE,FALSE,TRUE,FALSE
1200,"15h",3.1900001,91,28.526649,3.26,FALSE,FALSE,TRUE,FALSE
930,"82h",2.6800001,50,18.656719,2.9200001,FALSE,TRUE,TRUE,FALSE
1160,"18h",0.51999998,5,9.6153851,3.05,FALSE,TRUE,TRUE,FALSE
870,"45h",2.1400001,7,3.271028,2.8,FALSE,TRUE,TRUE,FALSE
980,"45h",3.77,151,40.053051,2.6600001,FALSE,FALSE,TRUE,FALSE
1260,"76h",0.87,11,12.64368,3.47,FALSE,FALSE,TRUE,FALSE
910,"84h",4.3099999,8,1.856148,3.52,FALSE,TRUE,TRUE,FALSE
1010,"53h",1.97,18,9.1370554,2.26,FALSE,FALSE,TRUE,FALSE
1020,"13h",1.35,60,44.444439,1.3,FALSE,FALSE,TRUE,FALSE
910,"15h",3.48,177,50.862068,2.8599999,TRUE,FALSE,TRUE,FALSE
1160,"47h",4.6300001,32,6.911447,3.1199999,FALSE,FALSE,TRUE,FALSE
860,"16h",1.96,35,17.85714,2.6199999,FALSE,FALSE,TRUE,FALSE
920,"112h",2.3,20,8.695652,3.8499999,FALSE,FALSE,TRUE,FALSE
960,"15h",1.09,52,47.706421,1.26,FALSE,TRUE,TRUE,FALSE
760,"74h",1.73,47,27.167629,2.3499999,FALSE,TRUE,TRUE,FALSE
1000,"16h",4.8899999,98,20.040899,NA,FALSE,FALSE,TRUE,FALSE
820,"113h",0.94,43,45.744678,3.1199999,TRUE,FALSE,TRUE,FALSE
1000,"15h",2.96,64,21.62162,1.6,FALSE,TRUE,TRUE,FALSE
1300,"78h",2.46,80,32.520321,3.1700001,FALSE,FALSE,TRUE,FALSE
1140,"17h",2.49,1,0.40160641,4,FALSE,FALSE,TRUE,FALSE
1190,"44h",3.03,22,7.260726,2.97,FALSE,TRUE,TRUE,FALSE
710,"12h",1.6900001,16,9.4674559,2.9100001,FALSE,TRUE,TRUE,FALSE
1080,"105h",2.8800001,81,28.125,2.4000001,FALSE,FALSE,TRUE,FALSE
1330,"61h",4.79,20,4.175365,3,FALSE,FALSE,TRUE,FALSE
1120,"47h",6.5799999,88,13.37386,3.46,FALSE,TRUE,TRUE,FALSE
920,"86h",6.1799998,123,19.90291,2.8199999,FALSE,TRUE,TRUE,FALSE
920,"110h",4.0700002,29,7.1253071,3.1500001,FALSE,TRUE,TRUE,FALSE
1060,"120h",4.3899999,32,7.2892938,NA,FALSE,TRUE,TRUE,FALSE
940,"45h",1.79,49,27.3743,2.04,TRUE,FALSE,TRUE,FALSE
720,"12h",8.5,290,34.117649,1,TRUE,FALSE,TRUE,FALSE
1130,"116h",0.77999997,56,71.794868,2.9400001,FALSE,FALSE,TRUE,FALSE
1070,"52h",4.3499999,25,5.7471271,3.9400001,FALSE,FALSE,TRUE,FALSE
1050,"13h",4.5799999,86,18.77729,1.92,FALSE,TRUE,TRUE,FALSE
970,"13h",1.9,37,19.47368,3.0699999,FALSE,FALSE,TRUE,FALSE
1130,"17h",6.0900002,82,13.4647,2.3499999,FALSE,TRUE,TRUE,FALSE
910,"80h",2.95,20,6.7796612,2.45,FALSE,TRUE,TRUE,FALSE
1180,"15h",7.3699999,165,22.38806,2.2,FALSE,TRUE,TRUE,FALSE
670,"118h",3.1500001,231,73.333344,2.02,TRUE,FALSE,FALSE,TRUE
1180,"16h",1.64,25,15.2439,2,FALSE,FALSE,TRUE,FALSE
1310,"81h",1.9299999,1,0.51813471,3.3399999,FALSE,FALSE,TRUE,FALSE
1020,"79h",4.0799999,64,15.68627,2.98,FALSE,TRUE,TRUE,FALSE
1210,"17h",4.8600001,60,12.34568,3.6400001,FALSE,FALSE,TRUE,FALSE
1070,"114h",4.6100001,77,16.70282,3.23,FALSE,TRUE,TRUE,FALSE
1020,"51h",4.6799998,75,16.02564,3.47,TRUE,TRUE,TRUE,FALSE
880,"111h",4.3499999,96,22.06897,2.72,FALSE,TRUE,TRUE,FALSE
1140,"14h",0.89999998,4,4.4444451,3.78,FALSE,TRUE,TRUE,FALSE
920,"43h",3.8599999,91,23.57513,2.02,FALSE,TRUE,TRUE,FALSE
1100,"17h",2.1099999,13,6.1611381,3.29,FALSE,FALSE,TRUE,FALSE
1040,"73h",2.9200001,85,29.109591,2.5,TRUE,FALSE,TRUE,FALSE
1150,"78h",5.0100002,73,14.57086,2.47,FALSE,FALSE,TRUE,FALSE
940,"17h",4.6700001,100,21.41328,1.9400001,FALSE,TRUE,TRUE,FALSE
870,"81h",0.38999999,28,71.794868,2,FALSE,TRUE,TRUE,FALSE
1110,"109h",4.9099998,71,14.46029,2.9000001,FALSE,TRUE,TRUE,FALSE
1070,"48h",6.0900002,71,11.65846,1.97,FALSE,TRUE,TRUE,FALSE
1050,"126h",1.65,35,21.21212,3.46,FALSE,FALSE,TRUE,FALSE
1140,"86h",1.24,16,12.90323,3.3900001,FALSE,TRUE,TRUE,FALSE
1250,"101h",2.46,62,25.203251,2.45,FALSE,FALSE,TRUE,FALSE
890,"12h",1.5,104,69.333344,2,FALSE,TRUE,TRUE,FALSE
990,"55h",1.45,13,8.965517,3.3599999,FALSE,FALSE,TRUE,FALSE
1100,"82h",1.86,37,19.892469,2.9200001,FALSE,FALSE,TRUE,FALSE
1070,"15h",2.1900001,17,7.762557,3.9300001,FALSE,FALSE,TRUE,FALSE
990,"89h",1.52,58,38.15789,2.55,FALSE,TRUE,TRUE,FALSE
1210,"17h",2.5799999,24,9.3023252,2.8199999,FALSE,FALSE,TRUE,FALSE
1150,"17h",2.49,36,14.45783,3,FALSE,FALSE,TRUE,FALSE
1060,"49h",2.3299999,12,5.1502151,3.6099999,FALSE,TRUE,TRUE,FALSE
1090,"14h",3.0899999,92,29.77346,2.71,FALSE,FALSE,TRUE,FALSE
1030,"97h",3.8399999,129,33.59375,2.01,TRUE,FALSE,TRUE,FALSE
1090,"110h",6.9299998,195,28.138531,2.75,FALSE,FALSE,TRUE,FALSE
990,"66h",1.5599999,26,16.66667,2.5999999,FALSE,FALSE,TRUE,FALSE
1020,"17h",5.6199999,230,40.92527,2.52,FALSE,TRUE,TRUE,FALSE
1100,"75h",2.76,98,35.507252,2.3399999,FALSE,FALSE,TRUE,FALSE
1110,"42h",5.1900001,233,44.894032,1.92,FALSE,FALSE,TRUE,FALSE
1040,"14h",5.54,202,36.46209,1.85,FALSE,TRUE,TRUE,FALSE
1120,"17h",3.3800001,54,15.97633,3.4100001,FALSE,FALSE,TRUE,FALSE
890,"18h",0.1,9,90,1.4400001,FALSE,TRUE,FALSE,FALSE
900,"78h",1.6900001,24,14.20118,2.0699999,FALSE,TRUE,TRUE,FALSE
1110,"44h",5.0100002,93,18.56287,3.1300001,FALSE,TRUE,TRUE,FALSE
740,"118h",1.54,40,25.97403,2.98,FALSE,FALSE,TRUE,FALSE
1010,"48h",3.3599999,116,34.523811,2.5599999,FALSE,FALSE,TRUE,FALSE
1090,"13h",3.3299999,155,46.546551,2.1500001,FALSE,FALSE,TRUE,FALSE
950,"13h",3.3299999,28,8.4084082,3.53,FALSE,TRUE,TRUE,FALSE
1080,"46h",0.79000002,42,53.164558,2.04,FALSE,TRUE,TRUE,FALSE
1070,"16h",8.6199999,419,48.607891,2.1800001,FALSE,FALSE,TRUE,FALSE
1200,"50h",0.73000002,24,32.876709,2.8199999,FALSE,FALSE,TRUE,FALSE
1090,"50h",3.5999999,170,47.222221,2.3399999,FALSE,TRUE,TRUE,FALSE
910,"15h",3.23,122,37.770901,3,FALSE,TRUE,TRUE,FALSE
1020,"62h",4.3800001,191,43.607311,2.96,FALSE,TRUE,TRUE,FALSE
1030,"44h",3.5,136,38.85714,2.22,FALSE,TRUE,TRUE,FALSE
880,"71h",3.7,165,44.594589,2.49,TRUE,FALSE,TRUE,FALSE
1080,"119h",2.4000001,54,22.5,2.6800001,FALSE,FALSE,TRUE,FALSE
890,"44h",3.73,146,39.14209,2.6800001,FALSE,TRUE,TRUE,FALSE
1060,"43h",3.73,73,19.571039,2.8800001,FALSE,TRUE,TRUE,FALSE
1190,"121h",3.8900001,1,0.25706941,3.9000001,FALSE,TRUE,TRUE,FALSE
880,"49h",3.73,130,34.852551,2.8299999,FALSE,TRUE,TRUE,FALSE
990,"43h",3.73,65,17.42627,3.3699999,FALSE,FALSE,TRUE,FALSE
1040,"50h",3.73,192,51.474529,1.9400001,FALSE,FALSE,TRUE,FALSE
920,"110h",5.0599999,140,27.66798,2.8299999,FALSE,TRUE,TRUE,FALSE
1070,"14h",4.6900001,177,37.739868,2.5699999,FALSE,FALSE,TRUE,FALSE
1100,"16h",6.4000001,189,29.53125,2.8099999,FALSE,FALSE,TRUE,FALSE
1200,"49h",6.4099998,36,5.6162248,3.5699999,FALSE,FALSE,TRUE,FALSE
1180,"81h",6.4899998,49,7.550077,3.3199999,FALSE,FALSE,TRUE,FALSE
1020,"17h",1.9,32,16.84211,3.05,FALSE,TRUE,TRUE,FALSE
1110,"41h",6.0900002,17,2.791461,2.97,TRUE,FALSE,TRUE,FALSE
1040,"85h",1.65,13,7.878788,3.04,FALSE,FALSE,TRUE,FALSE
1190,"86h",1.14,3,2.6315789,3.8399999,FALSE,FALSE,TRUE,FALSE
1010,"16h",3.21,102,31.7757,2.25,FALSE,FALSE,TRUE,FALSE
1250,"47h",1.41,5,3.5460989,3.8499999,FALSE,TRUE,TRUE,FALSE
1200,"18h",1.12,14,12.5,3.4400001,FALSE,FALSE,TRUE,FALSE
1100,"82h",5.1100001,61,11.93738,NA,FALSE,TRUE,TRUE,FALSE
990,"15h",2.78,75,26.97842,2.6600001,FALSE,TRUE,TRUE,FALSE
1060,"49h",3.1600001,106,33.5443,2.3599999,FALSE,TRUE,TRUE,FALSE
1050,"16h",2.78,67,24.100719,3.5599999,FALSE,TRUE,TRUE,FALSE
910,"16h",2.78,28,10.07194,3.1800001,FALSE,FALSE,TRUE,FALSE
950,"45h",3.1600001,65,20.56962,3.0799999,FALSE,FALSE,TRUE,FALSE
1040,"41h",2.46,107,43.49593,1.95,FALSE,TRUE,TRUE,FALSE
1100,"17h",4.8899999,113,23.108391,2.76,FALSE,TRUE,TRUE,FALSE
930,"16h",3.73,111,29.758711,2.6800001,FALSE,FALSE,TRUE,FALSE
1000,"82h",3.3499999,105,31.343281,2.8099999,FALSE,TRUE,TRUE,FALSE
920,"124h",1.52,21,13.81579,3.46,FALSE,FALSE,TRUE,FALSE
1120,"14h",0.95999998,52,54.166672,2.21,FALSE,FALSE,TRUE,FALSE
1190,"74h",2.6400001,33,12.5,2.1400001,FALSE,FALSE,TRUE,FALSE
1200,"78h",1.1900001,54,45.378151,2.71,FALSE,TRUE,TRUE,FALSE
1010,"39h",7.71,129,16.73152,2.3499999,TRUE,FALSE,TRUE,FALSE
1190,"54h",2.03,20,9.8522167,2.79,FALSE,FALSE,TRUE,FALSE
930,"49h",1.84,57,30.97826,2.6700001,FALSE,FALSE,TRUE,FALSE
1220,"15h",2.21,150,67.873306,1.86,FALSE,FALSE,TRUE,FALSE
1000,"17h",0.1,1,10,2.3499999,FALSE,TRUE,TRUE,FALSE
810,"13h",2.26,26,11.50443,1,FALSE,FALSE,FALSE,FALSE
1210,"17h",2.26,5,2.212389,3.23,FALSE,FALSE,TRUE,FALSE
920,"53h",2.0899999,26,12.44019,3.0899999,FALSE,TRUE,TRUE,FALSE
670,"97h",1.52,6,3.9473679,2.1199999,FALSE,TRUE,FALSE,TRUE
960,"112h",1.52,9,5.921052,3.47,FALSE,TRUE,TRUE,FALSE
820,"19h",1.66,26,15.66265,2.5699999,FALSE,TRUE,FALSE,TRUE
910,"81h",1.58,31,19.620251,2.5999999,FALSE,FALSE,TRUE,FALSE
720,"121h",1.52,14,9.2105265,2.5899999,FALSE,TRUE,FALSE,TRUE
900,"90h",1.58,7,4.4303799,2.22,FALSE,TRUE,FALSE,TRUE
1040,"115h",1.52,21,13.81579,2.8399999,FALSE,FALSE,TRUE,FALSE
740,"104h",1.52,9,5.921052,3.02,FALSE,TRUE,TRUE,FALSE
1220,"109h",1.52,1,0.65789467,2.5799999,FALSE,TRUE,TRUE,FALSE
850,"17h",1.66,34,20.48193,2.3499999,FALSE,FALSE,TRUE,FALSE
710,"15h",1.66,20,12.04819,2.73,FALSE,FALSE,TRUE,FALSE
1430,"17h",1.66,1,0.60240972,3.76,FALSE,FALSE,TRUE,FALSE
880,"15h",0.2,9,45,2.6600001,FALSE,TRUE,TRUE,FALSE
1130,"48h",0.28999999,2,6.8965521,4,FALSE,TRUE,TRUE,FALSE
1000,"14h",0.2,11,55,2.4200001,TRUE,FALSE,TRUE,FALSE
1010,"99h",2.9000001,19,6.551724,2.9200001,FALSE,FALSE,TRUE,FALSE
1390,"123h",2.9000001,2,0.68965518,2.77,FALSE,FALSE,TRUE,FALSE
1020,"87h",3.22,68,21.11801,3.05,FALSE,FALSE,TRUE,FALSE
880,"110h",2.9000001,45,15.51724,2.71,FALSE,FALSE,TRUE,FALSE
1030,"14h",2.1500001,33,15.34884,1.92,FALSE,FALSE,TRUE,FALSE
1000,"67h",2.7,40,14.81481,2.3199999,FALSE,FALSE,TRUE,FALSE
880,"16h",2.1500001,41,19.069771,3.3699999,FALSE,FALSE,TRUE,FALSE
1170,"53h",2.75,3,1.090909,3.8099999,FALSE,FALSE,TRUE,FALSE
1280,"124h",2.9000001,4,1.37931,3.9200001,FALSE,TRUE,TRUE,FALSE
820,"119h",2.9000001,20,6.8965521,2.54,FALSE,TRUE,TRUE,FALSE
1190,"111h",2.9000001,7,2.4137931,3.6099999,FALSE,TRUE,TRUE,FALSE
790,"17h",2.3499999,90,38.297871,2.05,TRUE,FALSE,FALSE,TRUE
1070,"49h",2.75,61,22.18182,2.9300001,FALSE,FALSE,TRUE,FALSE
