"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
1080,17,3.5,38,10.85714,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
1190,17,1.39,19,13.66906,2.4100001,"FALSE","FALSE","TRUE","FALSE","C"
1040,99,3.1199999,24,7.692307,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
800,54,8.3100004,220,26.474131,2.2,"TRUE","FALSE","FALSE","TRUE","C"
1040,39,4.1700001,158,37.88969,2.46,"FALSE","FALSE","TRUE","FALSE","C"
1150,17,5.4699998,214,39.12249,2.52,"FALSE","TRUE","TRUE","FALSE","B"
1080,94,0.85000002,1,1.176471,2.5799999,"FALSE","TRUE","TRUE","FALSE","B"
1290,45,1.6,2,1.25,3.48,"FALSE","FALSE","TRUE","FALSE","B"
980,45,3.28,145,44.207321,2.24,"FALSE","TRUE","TRUE","FALSE","C"
470,69,2.3099999,92,39.826839,1.89,"TRUE","FALSE","FALSE","TRUE","C"
1090,44,2.4000001,37,15.41667,2.29,"FALSE","TRUE","TRUE","FALSE","C"
990,79,3.1700001,66,20.82019,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
1040,104,1.6,49,30.625,3.3299999,"FALSE","FALSE","TRUE","FALSE","B"
1190,106,1.6,25,15.625,3.1400001,"FALSE","TRUE","TRUE","FALSE","B"
1100,17,1.83,42,22.950821,2.29,"FALSE","FALSE","TRUE","FALSE","C"
1100,45,1.4299999,36,25.174829,3.02,"FALSE","FALSE","TRUE","FALSE","B"
990,80,1.13,53,46.90266,2.55,"FALSE","FALSE","TRUE","FALSE","B"
1160,16,1,16,16,3.3699999,"FALSE","TRUE","TRUE","FALSE","B"
960,13,3.1600001,97,30.696199,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
930,117,3.6700001,41,11.17166,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
1050,97,1.55,84,54.19355,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
1040,47,1.91,79,41.361259,2.6300001,"FALSE","TRUE","TRUE","FALSE","B"
1000,50,2.5,73,29.200001,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
1000,18,1.36,16,11.76471,2.55,"FALSE","FALSE","TRUE","FALSE","B"
1080,14,1.8,49,27.222219,2.5699999,"FALSE","FALSE","TRUE","FALSE","B"
1080,15,1.8,71,39.444439,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
1020,50,2.8,47,16.785721,3.22,"FALSE","FALSE","TRUE","FALSE","B"
1060,47,3.4300001,46,13.41108,2.29,"FALSE","FALSE","TRUE","FALSE","C"
970,39,2.21,77,34.841629,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
1030,76,2.1300001,140,65.727699,3.1099999,"FALSE","FALSE","TRUE","FALSE","B"
1080,16,2.8599999,38,13.28671,1.62,"FALSE","FALSE","TRUE","FALSE","C"
1010,77,2.1400001,17,7.9439249,2.77,"FALSE","TRUE","TRUE","FALSE","B"
1030,46,2.1300001,127,59.624409,2.47,"FALSE","TRUE","TRUE","FALSE","C"
1140,84,2.1900001,81,36.986301,2.26,"FALSE","FALSE","TRUE","FALSE","C"
1170,51,2.22,9,4.0540538,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1040,71,2.4300001,38,15.63786,2.23,"FALSE","TRUE","TRUE","FALSE","C"
1080,43,4.9699998,136,27.364189,1.97,"FALSE","FALSE","TRUE","FALSE","C"
1100,43,5.29,238,44.990551,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
940,16,1,27,27,2.8699999,"FALSE","FALSE","TRUE","FALSE","B"
1020,97,0.99000001,35,35.353531,2.3599999,"FALSE","TRUE","TRUE","FALSE","C"
1080,74,1,24,24,2.48,"FALSE","FALSE","TRUE","FALSE","C"
1200,78,4.1399999,68,16.425119,2.3,"FALSE","FALSE","TRUE","FALSE","C"
1160,18,5.1300001,112,21.832359,2.3299999,"FALSE","FALSE","TRUE","FALSE","C"
1060,67,5.3499999,64,11.96262,2.9400001,"FALSE","TRUE","TRUE","FALSE","B"
970,84,4.8600001,86,17.695471,3.23,"FALSE","TRUE","TRUE","FALSE","B"
1050,114,2.4000001,34,14.16667,3.3900001,"FALSE","TRUE","TRUE","FALSE","B"
1130,49,4.6700001,198,42.398289,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
1440,15,4.3000002,11,2.55814,3.8,"FALSE","FALSE","TRUE","FALSE","A"
850,41,4.3000002,170,39.534889,1.9,"FALSE","FALSE","TRUE","FALSE","C"
980,50,4.1300001,71,17.19128,2.8,"FALSE","TRUE","TRUE","FALSE","B"
950,42,4.1300001,96,23.244551,2.47,"FALSE","FALSE","TRUE","FALSE","C"
1050,88,3.7,17,4.594594,2.9300001,"FALSE","TRUE","TRUE","FALSE","B"
1100,49,2.5599999,146,57.03125,1.83,"FALSE","FALSE","TRUE","FALSE","C"
1100,117,2.3399999,67,28.632481,2.47,"FALSE","FALSE","TRUE","FALSE","C"
1120,119,2.6800001,106,39.552238,2.1500001,"FALSE","TRUE","TRUE","FALSE","C"
1190,48,2.3199999,182,78.448273,2.02,"FALSE","FALSE","TRUE","FALSE","C"
920,115,2.6800001,90,33.582088,2.53,"FALSE","TRUE","TRUE","FALSE","B"
1040,41,2.5799999,102,39.534889,2.21,"FALSE","FALSE","TRUE","FALSE","C"
1110,124,4.48,105,23.437,2.9100001,"TRUE","TRUE","TRUE","FALSE","B"
1110,73,3.99,74,18.54637,2.5599999,"FALSE","TRUE","TRUE","FALSE","B"
810,41,4.1799998,169,40.430618,1.8,"FALSE","FALSE","TRUE","FALSE","C"
1030,43,1.45,40,27.58621,2.0599999,"FALSE","FALSE","TRUE","FALSE","C"
1030,45,3.27,70,21.406731,2.3499999,"FALSE","TRUE","TRUE","FALSE","C"
1070,15,1.52,38,25,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1280,47,1.67,41,24.5509,3.04,"FALSE","TRUE","TRUE","FALSE","B"
1180,88,1.92,11,5.729167,3.1400001,"FALSE","TRUE","TRUE","FALSE","B"
980,55,1.96,59,30.102039,2.54,"FALSE","TRUE","TRUE","FALSE","B"
1080,16,1.86,46,24.73118,2.6800001,"FALSE","TRUE","TRUE","FALSE","B"
1290,50,2.22,12,5.405406,4,"FALSE","FALSE","TRUE","FALSE","A"
1050,14,3.0999999,110,35.483871,2,"TRUE","FALSE","TRUE","FALSE","C"
1120,81,2.5999999,56,21.53846,2.8699999,"FALSE","TRUE","TRUE","FALSE","B"
1040,18,3.24,8,2.469136,3.6600001,"FALSE","TRUE","TRUE","FALSE","A"
1200,65,3.0899999,24,7.7669902,1.6,"FALSE","FALSE","TRUE","FALSE","C"
1100,110,3.3299999,2,0.6006006,3.97,"FALSE","TRUE","TRUE","FALSE","A"
1140,17,2.4200001,52,21.4876,3.1700001,"FALSE","FALSE","TRUE","FALSE","B"
1040,16,2.23,78,34.977581,1.87,"FALSE","TRUE","TRUE","FALSE","C"
1110,17,3.0799999,84,27.27273,3.23,"FALSE","FALSE","TRUE","FALSE","B"
990,84,2.05,25,12.19512,3.27,"FALSE","TRUE","TRUE","FALSE","B"
1080,40,1.99,83,41.708542,2.5,"FALSE","FALSE","TRUE","FALSE","B"
1330,55,0.31,1,3.225806,3.9400001,"FALSE","FALSE","TRUE","FALSE","A"
1150,114,0.91000003,23,25.274719,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1130,42,1.28,32,25,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
840,41,2.78,75,26.97842,2.73,"FALSE","TRUE","TRUE","FALSE","B"
1000,16,2.3299999,17,7.2961369,2.8099999,"FALSE","TRUE","TRUE","FALSE","B"
970,76,2.4100001,45,18.672199,3.1500001,"FALSE","TRUE","TRUE","FALSE","B"
1060,83,2.6700001,67,25.09363,2.95,"FALSE","FALSE","TRUE","FALSE","B"
1180,14,2.9200001,16,5.4794521,3.5,"FALSE","TRUE","TRUE","FALSE","A"
1080,83,2.54,81,31.889759,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
1210,18,3.8900001,40,10.28278,3.3299999,"FALSE","TRUE","TRUE","FALSE","B"
1060,18,4.1100001,99,24.087589,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
1120,48,3.6900001,192,52.03252,2.8699999,"FALSE","FALSE","TRUE","FALSE","B"
1130,17,4.1100001,96,23.35766,3.5799999,"FALSE","FALSE","TRUE","FALSE","A"
1110,48,2.2,56,25.45455,2.52,"FALSE","TRUE","TRUE","FALSE","B"
1020,82,3.79,125,32.981529,2.46,"FALSE","TRUE","TRUE","FALSE","C"
960,45,2.5899999,84,32.43243,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
990,121,2.24,109,48.660709,2.8199999,"FALSE","FALSE","TRUE","FALSE","B"
890,115,1.3200001,30,22.72727,3.26,"FALSE","TRUE","TRUE","FALSE","B"
960,41,2.0999999,84,40,2.6500001,"FALSE","FALSE","TRUE","FALSE","B"
1180,13,2.6400001,103,39.015148,2.76,"FALSE","FALSE","TRUE","FALSE","B"
970,14,2.5699999,33,12.84047,3.1400001,"FALSE","FALSE","TRUE","FALSE","B"
1020,13,2.5699999,29,11.28405,3.23,"FALSE","FALSE","TRUE","FALSE","B"
1060,45,2.3599999,80,33.8983,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
1130,17,3.77,45,11.93634,3,"FALSE","TRUE","FALSE","FALSE","B"
940,82,2.1500001,23,10.69767,2.21,"FALSE","TRUE","TRUE","FALSE","C"
990,16,4.25,38,8.9411764,3.3099999,"FALSE","TRUE","TRUE","FALSE","B"
980,43,3.9100001,167,42.710999,1.72,"FALSE","FALSE","TRUE","FALSE","C"
1110,16,3.48,57,16.379311,3.5,"FALSE","FALSE","TRUE","FALSE","A"
1040,61,3.22,14,4.347826,3.0799999,"FALSE","TRUE","TRUE","FALSE","B"
1020,16,2.1900001,76,34.703201,2,"FALSE","TRUE","TRUE","FALSE","C"
800,114,3.5,35,10,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
1060,14,5.0599999,113,22.33202,2.21,"FALSE","FALSE","TRUE","FALSE","C"
1030,47,3.01,40,13.28904,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
1070,127,2.27,17,7.488987,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1090,18,0.57999998,8,13.7931,2.6099999,"FALSE","TRUE","TRUE","FALSE","B"
1200,55,2.22,39,17.56757,2.25,"FALSE","FALSE","TRUE","FALSE","C"
1130,16,2.8199999,67,23.758869,3.25,"FALSE","FALSE","TRUE","FALSE","B"
1230,108,3.4000001,91,26.764709,3.8199999,"FALSE","TRUE","TRUE","FALSE","A"
1280,91,3.2,10,3.125,3.21,"FALSE","TRUE","TRUE","FALSE","B"
1000,46,3.45,138,40,2.23,"FALSE","TRUE","TRUE","FALSE","C"
860,50,3.45,135,39.13044,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1210,78,4.6900001,190,40.51173,2.6600001,"FALSE","FALSE","TRUE","FALSE","B"
960,42,4.8400002,214,44.21487,2.8,"FALSE","TRUE","TRUE","FALSE","B"
910,46,4.8400002,104,21.4876,2.4100001,"FALSE","TRUE","TRUE","FALSE","C"
990,78,2.25,51,22.66667,2.52,"FALSE","TRUE","TRUE","FALSE","B"
1080,111,3.75,115,30.66667,2.6099999,"FALSE","FALSE","TRUE","FALSE","B"
830,84,3.5,40,11.42857,2.02,"FALSE","TRUE","TRUE","FALSE","C"
910,17,3.6700001,80,21.798361,2.1700001,"FALSE","TRUE","TRUE","FALSE","C"
1040,15,1.86,46,24.73118,2.26,"FALSE","FALSE","TRUE","FALSE","C"
890,15,2.21,20,9.0497742,2.73,"FALSE","TRUE","TRUE","FALSE","B"
1030,48,1.38,15,10.86957,2.72,"FALSE","TRUE","TRUE","FALSE","B"
1240,99,1.55,17,10.96774,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
1060,49,1.02,8,7.8431368,3.26,"FALSE","TRUE","TRUE","FALSE","B"
860,121,0.44,22,50,2.76,"FALSE","TRUE","TRUE","FALSE","B"
900,75,4.23,76,17.9669,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
1270,14,2.0799999,8,3.846154,3.5,"FALSE","FALSE","TRUE","FALSE","A"
1010,71,0.1,3,30,1.9400001,"FALSE","TRUE","TRUE","FALSE","C"
1100,18,0.46000001,2,4.347826,3.6099999,"FALSE","TRUE","TRUE","FALSE","A"
1010,53,3.4000001,79,23.235291,1.79,"FALSE","TRUE","TRUE","FALSE","C"
910,50,5.3299999,38,7.129456,2,"FALSE","TRUE","TRUE","FALSE","C"
760,20,4.5,111,24.66667,2.7,"FALSE","TRUE","TRUE","FALSE","B"
900,48,2.97,71,23.90572,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
1170,47,3.47,28,8.0691643,3.6800001,"FALSE","TRUE","TRUE","FALSE","A"
1050,47,1.05,38,36.190479,2.48,"FALSE","FALSE","TRUE","FALSE","C"
980,81,2.21,37,16.742081,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
1130,111,2.54,39,15.35433,2.51,"FALSE","FALSE","TRUE","FALSE","B"
1210,50,3.72,29,7.7956991,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
1150,113,4.75,9,1.894737,3.52,"FALSE","TRUE","TRUE","FALSE","A"
1050,53,6.9499998,134,19.280569,3.1500001,"FALSE","FALSE","TRUE","FALSE","B"
1000,84,7.25,137,18.896549,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
1030,107,7.5999999,207,27.236839,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
950,48,6.9499998,405,58.27338,2.0599999,"FALSE","TRUE","TRUE","FALSE","C"
1240,77,0.15000001,2,13.33333,2.8299999,"FALSE","FALSE","TRUE","FALSE","B"
1030,45,7,192,27.42857,1.84,"FALSE","FALSE","TRUE","FALSE","C"
1110,77,3.3499999,188,56.1194,2.0899999,"FALSE","FALSE","TRUE","FALSE","C"
940,45,3.3699999,139,41.246288,2.55,"FALSE","TRUE","TRUE","FALSE","B"
1020,42,2.6700001,30,11.23596,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
970,47,1.2,12,10,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
960,14,1.25,6,4.8000002,3.0699999,"FALSE","TRUE","TRUE","FALSE","B"
1060,45,3.6400001,77,21.153851,2.97,"FALSE","TRUE","TRUE","FALSE","B"
980,100,3.8900001,38,9.7686377,2.79,"FALSE","TRUE","TRUE","FALSE","B"
1070,69,4.9099998,127,25.86558,2.26,"TRUE","FALSE","TRUE","FALSE","C"
1040,68,3.76,63,16.75532,1.8,"FALSE","FALSE","TRUE","FALSE","C"
1000,107,2.5999999,100,38.46154,2.8499999,"FALSE","TRUE","TRUE","FALSE","B"
990,102,4.3299999,145,33.487301,2.4200001,"FALSE","TRUE","TRUE","FALSE","C"
1000,50,5.0900002,112,22.003929,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
1180,75,2.45,10,4.0816331,3.6800001,"FALSE","TRUE","TRUE","FALSE","A"
1200,48,0.1,4,40,2.02,"FALSE","TRUE","TRUE","FALSE","C"
1080,17,3.6600001,74,20.21858,2.05,"FALSE","TRUE","TRUE","FALSE","C"
1150,52,0.88,4,4.545455,3.6700001,"FALSE","FALSE","TRUE","FALSE","A"
1110,112,4.6300001,159,34.341251,3.4300001,"FALSE","TRUE","TRUE","FALSE","B"
1120,41,8.4700003,331,39.079102,1.6799999,"FALSE","FALSE","TRUE","FALSE","C"
1090,15,3.8399999,219,57.03125,2.4000001,"FALSE","FALSE","TRUE","FALSE","C"
1310,117,1.64,4,2.439024,3.05,"FALSE","FALSE","TRUE","FALSE","B"
1080,46,0.88999999,12,13.48315,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
1090,50,7.4000001,51,6.891892,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
1020,53,7.4000001,153,20.67568,1.9,"FALSE","TRUE","TRUE","FALSE","C"
1080,49,2.1900001,16,7.3059359,3.22,"FALSE","TRUE","TRUE","FALSE","B"
960,75,3.1099999,96,30.86817,2.77,"FALSE","FALSE","TRUE","FALSE","B"
860,13,0.1,6,60,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
1050,16,0.1,3,30,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
1060,50,4.1700001,68,16.306959,3.22,"FALSE","FALSE","TRUE","FALSE","B"
1190,80,1.22,36,29.5082,2.1600001,"FALSE","FALSE","TRUE","FALSE","C"
1000,47,2.48,93,37.5,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
1180,35,2.48,54,21.774191,2.54,"FALSE","FALSE","TRUE","FALSE","B"
1020,48,1.75,27,15.42857,1.95,"FALSE","FALSE","TRUE","FALSE","C"
1060,48,0.1,5,50,2.29,"FALSE","FALSE","TRUE","FALSE","C"
1000,45,3.8499999,89,23.11688,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
1010,81,2.3900001,73,30.54393,2.3699999,"FALSE","TRUE","TRUE","FALSE","C"
1160,77,2.98,81,27.18121,2.9000001,"FALSE","FALSE","TRUE","FALSE","B"
1300,83,4.0799999,92,22.549021,2.3,"FALSE","TRUE","TRUE","FALSE","C"
1010,48,0.86000001,10,11.62791,3.0799999,"FALSE","FALSE","TRUE","FALSE","B"
970,46,3.1600001,31,9.8101263,3.5999999,"FALSE","TRUE","TRUE","FALSE","A"
1210,17,4.5599999,26,5.701755,4,"FALSE","FALSE","TRUE","FALSE","A"
1030,16,3.6300001,127,34.986229,3.3699999,"FALSE","TRUE","TRUE","FALSE","B"
1230,15,3.6300001,7,1.928375,3.3299999,"FALSE","FALSE","TRUE","FALSE","B"
980,46,1.85,13,7.0270271,2.73,"FALSE","TRUE","TRUE","FALSE","B"
1110,17,2.6600001,75,28.19549,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
950,95,0.80000001,13,16.25,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
1180,48,0.49000001,8,16.32653,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
1040,67,0.050000001,3,60,2.0799999,"FALSE","FALSE","TRUE","FALSE","C"
1290,50,2.5,9,3.5999999,3.9200001,"FALSE","TRUE","TRUE","FALSE","A"
1010,108,1.61,64,39.751549,2.25,"FALSE","FALSE","TRUE","FALSE","C"
980,46,1,26,26,2.0999999,"FALSE","TRUE","TRUE","FALSE","C"
970,13,1.09,26,23.85321,1.6900001,"FALSE","TRUE","TRUE","FALSE","C"
1180,82,0.80000001,14,17.5,3.4100001,"FALSE","TRUE","TRUE","FALSE","B"
1340,46,3.5,4,1.142857,4,"FALSE","FALSE","TRUE","FALSE","A"
1170,17,4.3000002,47,10.93023,3.47,"FALSE","TRUE","TRUE","FALSE","B"
1230,105,3.25,9,2.7692311,3.4000001,"FALSE","TRUE","TRUE","FALSE","B"
920,85,3.5999999,158,43.888889,2.0999999,"FALSE","FALSE","TRUE","FALSE","C"
1030,111,1.3,12,9.2307692,2.96,"FALSE","TRUE","TRUE","FALSE","B"
920,111,1.3,11,8.4615383,2.99,"FALSE","TRUE","TRUE","FALSE","B"
1140,43,2.73,15,5.4945049,3.2,"FALSE","TRUE","TRUE","FALSE","B"
810,14,3.1099999,132,42.443729,1.14,"FALSE","FALSE","TRUE","FALSE","D"
1180,10,3.1099999,14,4.5016079,1.2,"FALSE","FALSE","TRUE","FALSE","D"
1020,42,0.050000001,4,80,1.8,"FALSE","FALSE","TRUE","FALSE","C"
1010,111,4.0300002,105,26.05459,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
1090,15,3.3399999,88,26.347309,2.8,"FALSE","FALSE","TRUE","FALSE","B"
630,115,1.67,87,52.09581,2.0699999,"TRUE","FALSE","TRUE","FALSE","C"
870,15,3,12,4,3,"FALSE","TRUE","TRUE","FALSE","B"
760,49,1.54,2,1.298701,2.79,"FALSE","TRUE","FALSE","TRUE","B"
1050,74,3.0899999,27,8.7378635,2,"FALSE","FALSE","TRUE","FALSE","C"
1020,115,3.6300001,26,7.1625342,3.48,"FALSE","TRUE","TRUE","FALSE","B"
1030,18,3.3099999,158,47.734138,1.61,"FALSE","FALSE","TRUE","FALSE","C"
860,118,2.3900001,61,25.52301,2.6700001,"FALSE","TRUE","TRUE","FALSE","B"
970,86,2.3900001,10,4.1841011,3.47,"FALSE","FALSE","TRUE","FALSE","B"
880,16,1.88,44,23.404249,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
1230,85,2.49,1,0.40160641,3.8699999,"FALSE","FALSE","TRUE","FALSE","A"
1090,96,2.3900001,38,15.89958,3,"FALSE","FALSE","TRUE","FALSE","B"
930,121,1.1799999,15,12.71186,2.45,"FALSE","FALSE","TRUE","FALSE","C"
1300,45,2.97,44,14.81481,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1170,117,1.9299999,4,2.0725391,3.28,"FALSE","FALSE","TRUE","FALSE","B"
1010,12,0.91000003,60,65.934067,1.75,"TRUE","FALSE","TRUE","FALSE","C"
1030,68,0.73000002,60,82.19178,2.3900001,"FALSE","FALSE","TRUE","FALSE","C"
1020,16,0.91000003,16,17.58242,3.5,"FALSE","TRUE","TRUE","FALSE","A"
910,15,0.91000003,74,81.31868,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
900,17,1.54,44,28.57143,2.26,"FALSE","FALSE","TRUE","FALSE","C"
1230,107,5.9099998,51,8.6294413,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
950,85,6.0799999,35,5.7565789,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
1220,79,4.3600001,5,1.146789,3.9200001,"FALSE","TRUE","TRUE","FALSE","A"
990,16,5.3000002,110,20.754721,1.62,"FALSE","FALSE","TRUE","FALSE","C"
1040,14,5.4299998,164,30.202579,2,"FALSE","TRUE","TRUE","FALSE","C"
990,63,0.5,46,92,1.74,"FALSE","FALSE","TRUE","FALSE","C"
940,80,3.73,17,4.557641,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1120,52,4.4299998,14,3.1602709,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
980,126,4.3400002,61,14.0553,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
1040,110,3.04,14,4.6052632,3.5699999,"FALSE","TRUE","TRUE","FALSE","A"
1080,80,3.1900001,40,12.53918,2.5699999,"FALSE","TRUE","TRUE","FALSE","B"
1030,16,1.85,35,18.918921,3.1800001,"FALSE","FALSE","TRUE","FALSE","B"
830,15,2.4300001,28,11.52263,1.66,"FALSE","FALSE","TRUE","FALSE","C"
1080,54,1.9299999,26,13.4715,2.98,"FALSE","TRUE","TRUE","FALSE","B"
860,17,3.79,155,40.897099,2.29,"FALSE","TRUE","TRUE","FALSE","C"
1040,14,5.6700001,97,17.10758,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
690,116,1.29,9,6.9767442,2.6400001,"FALSE","TRUE","TRUE","FALSE","B"
1160,17,3.6199999,5,1.381215,3.6400001,"FALSE","TRUE","TRUE","FALSE","A"
900,48,3.75,101,26.933331,1.75,"FALSE","FALSE","TRUE","FALSE","C"
1280,84,2.1300001,12,5.6338029,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
740,15,2.3199999,63,27.15517,1.13,"TRUE","TRUE","TRUE","FALSE","D"
1010,29,2.1199999,45,21.226419,1.51,"FALSE","FALSE","TRUE","FALSE","C"
900,18,2,56,28,3,"FALSE","TRUE","TRUE","FALSE","B"
1210,84,1.89,5,2.645503,3.3,"FALSE","TRUE","TRUE","FALSE","B"
980,78,3.51,53,15.09972,1.73,"FALSE","FALSE","TRUE","FALSE","C"
850,43,5.0500002,69,13.66337,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
1020,40,5.0500002,70,13.86139,2.77,"FALSE","FALSE","TRUE","FALSE","B"
1010,13,5.0999999,154,30.196079,1.6900001,"FALSE","FALSE","TRUE","FALSE","C"
960,12,5.0999999,43,8.4313726,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
930,48,5.0500002,75,14.85149,2.9300001,"FALSE","TRUE","TRUE","FALSE","B"
1130,75,4.9200001,66,13.41463,2.48,"FALSE","FALSE","TRUE","FALSE","C"
950,14,5.0999999,90,17.64706,2.28,"FALSE","TRUE","TRUE","FALSE","C"
1160,44,5.0500002,33,6.5346541,2.75,"FALSE","TRUE","TRUE","FALSE","B"
830,111,4.4400001,96,21.62162,3.2,"FALSE","TRUE","TRUE","FALSE","B"
1160,16,5.0999999,55,10.78431,3.3099999,"FALSE","TRUE","TRUE","FALSE","B"
950,17,4.4000001,13,2.954545,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
980,74,2.5999999,86,33.07692,2.3699999,"TRUE","FALSE","TRUE","FALSE","C"
880,17,1.77,12,6.7796612,3.05,"TRUE","FALSE","TRUE","FALSE","B"
1090,13,0.56,30,53.57143,3.3,"FALSE","FALSE","TRUE","FALSE","B"
940,68,0.1,3,30,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
1120,42,0.1,5,50,2.45,"FALSE","FALSE","TRUE","FALSE","C"
930,48,4,135,33.75,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
970,43,0.1,4,40,3.0899999,"FALSE","FALSE","TRUE","FALSE","B"
930,15,0.1,4,40,1.86,"FALSE","TRUE","TRUE","FALSE","C"
1170,41,0.1,2,20,2.97,"FALSE","TRUE","TRUE","FALSE","B"
1220,18,3.1300001,8,2.5559111,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
1140,17,2.21,3,1.357466,3.8199999,"FALSE","TRUE","TRUE","FALSE","A"
880,16,4.5500002,89,19.56044,1.6799999,"FALSE","TRUE","TRUE","FALSE","C"
1130,94,1.59,51,32.07547,1.91,"FALSE","FALSE","TRUE","FALSE","C"
880,16,1.42,27,19.01408,1.5,"FALSE","TRUE","TRUE","FALSE","C"
1030,108,1.59,7,4.4025159,3.05,"FALSE","TRUE","TRUE","FALSE","B"
1010,13,1.42,31,21.83099,2,"FALSE","FALSE","TRUE","FALSE","C"
1120,17,2.8099999,5,1.779359,3.52,"FALSE","FALSE","TRUE","FALSE","A"
810,84,2.3800001,12,5.042017,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1160,49,2.78,4,1.438849,3.6099999,"FALSE","FALSE","TRUE","FALSE","A"
1110,14,2.5999999,63,24.23077,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1370,73,2.6199999,13,4.961832,3.23,"FALSE","FALSE","TRUE","FALSE","B"
950,114,2.47,26,10.52632,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
960,92,2.6500001,42,15.84906,3.03,"TRUE","FALSE","TRUE","FALSE","B"
1310,15,1.6799999,6,3.571429,3.46,"FALSE","TRUE","TRUE","FALSE","B"
1030,14,2.73,59,21.611719,0.85000002,"FALSE","FALSE","TRUE","FALSE","D"
1160,42,3.8900001,36,9.2544975,2.02,"FALSE","FALSE","TRUE","FALSE","C"
1180,15,2.46,44,17.886181,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
1080,17,4.04,63,15.59406,1.17,"FALSE","FALSE","TRUE","FALSE","D"
950,13,1.59,18,11.32076,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
1170,14,1.71,4,2.3391809,3.28,"FALSE","FALSE","TRUE","FALSE","B"
790,79,4.02,64,15.9204,2.5899999,"FALSE","TRUE","TRUE","FALSE","B"
940,73,6,281,46.833328,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
1090,38,6.5,71,10.92308,1.92,"FALSE","FALSE","TRUE","FALSE","C"
1280,101,6,54,9,3.3900001,"FALSE","TRUE","TRUE","FALSE","B"
1270,116,6,1,0.1666667,3.8399999,"FALSE","FALSE","TRUE","FALSE","A"
